"Date","1 bedroom","2 bedroom","3 bedroom","4 bedroom","5 bedroom","6+ bedroom"
"2023-05-01","1838.41","2075.55","","","",""
"2023-06-01","1771.93","3329.01","","","",""
"2023-07-01","2033.96","3844.59","","","",""
"2023-08-01","2230.66","5941.77","","","",""
"2023-09-01","3179.77","2895.57","","","",""
"2023-10-01","1843.14","2774.81","","","",""
"2023-11-01","1216.57","5548","","","",""
"2023-12-01","645.02","3028.69","","","",""
"2024-01-01","1031.67","1747.98","","","",""
"2024-02-01","1260.88","2593.04","11962.22","","",""
"2024-03-01","1064.23","1010.52","","","",""
"2024-04-01","1196.07","2077.19","","","",""
"2024-05-01","1745.94","2803.77","","","",""
"2024-06-01","2188.35","2206.54","","","",""
"2024-07-01","2615.18","2399.05","","","",""
"2024-08-01","3261.66","822.96","","","",""
"2024-09-01","2373.1","2365.27","","","",""
"2024-10-01","2281.75","1423.27","610.58","","",""
"2024-11-01","1980.64","3093.66","1739.09","","",""
"2024-12-01","2132.3","4378.75","1655.62","","",""
"2025-01-01","2909.31","5178.82","","","",""
"2025-02-01","2557.59","10545.49","","","",""
"2025-03-01","2704.74","5371.45","1896.05","","",""
"2025-04-01","1872.37","3216.17","4237.99","","",""
"2025-05-01","1793.89","2555.38","951.87","","",""
"2025-06-01","1929.28","3116.78","2866.2","","",""
"2025-07-01","2212.15","2641.24","","","",""
"2025-08-01","2436.56","3118.48","","","",""
"2025-09-01","2429.73","3061.09","600.79","","",""
"2025-10-01","4180.76","2320.95","615.94","","",""
"2025-11-01","2694.69","2279.5","2261.86","","",""
"2025-12-01","2509.54","2914.14","747.26","","",""
"2026-01-01","3117.21","3734.04","2314.21","","",""
"2026-02-01","3223.45","3546.21","8899.07","","",""
"2026-03-01","2929.16","4866.84","1399.28","","",""
"2026-04-01","2498.6","4327.81","4874.05","","",""
