"Date","Unique","B&B","Apartment","House"
"2023-05-01","","","2884.75","6781.6"
"2023-06-01","","","2140.76","6504.07"
"2023-07-01","","","6637.38","9187.63"
"2023-08-01","","","5523.05","9341.34"
"2023-09-01","","","15898.87","2895.57"
"2023-10-01","","","8574.39","4347.79"
"2023-11-01","","","11086.27","6092.58"
"2023-12-01","","","8350.33","5896.1"
"2024-01-01","","","15398.15","1595.26"
"2024-02-01","","","35210.2","2397.42"
"2024-03-01","","","6935.01","1364.02"
"2024-04-01","","","12781.53","1192.6"
"2024-05-01","","","17140.97","2115.66"
"2024-06-01","","","10727.74","4681.68"
"2024-07-01","","","10373.57","4669.19"
"2024-08-01","","","14023.23","669.34"
"2024-09-01","","","20747.86","5325.02"
"2024-10-01","","","15716.73","1995.69"
"2024-11-01","","","28573.17","5350.58"
"2024-12-01","","","30604.77","16513.88"
"2025-01-01","","","42101.89","15154.52"
"2025-02-01","","","101652.12","16275.52"
"2025-03-01","3200.3","","55967.93","18156.11"
"2025-04-01","1736.4","","31266.98","10277.14"
"2025-05-01","2915.28","","25612.38","10234.72"
"2025-06-01","1857.21","","27919.1","9895.87"
"2025-07-01","2034.29","","24606.04","6475.27"
"2025-08-01","2932.69","","28446.56","1269.21"
"2025-09-01","2647.72","","29800.1","2264.91"
"2025-10-01","1738.8","","42036.55","1891.43"
"2025-11-01","4311.84","","29149.96","1340.17"
"2025-12-01","2637.06","","37850.17","6097.18"
"2026-01-01","5256.64","","49087.06","8397.74"
"2026-02-01","4426.05","","88338.28","29479.15"
"2026-03-01","4547","","35054.01","16823.36"
"2026-04-01","3655.53","","32050.85","26277.9"
