"Date","1 bedroom","2 bedroom","3 bedroom","4 bedroom","5 bedroom","6+ bedroom"
"2023-05-01","177.39","288.64","373.21","233.79","681.08","3332.41"
"2023-06-01","180.06","272.43","389.88","574.11","873.8","3026.78"
"2023-07-01","184.18","288.52","478.04","747.68","875.06","1571.74"
"2023-08-01","199.64","321.31","525.73","734.6","1471.48","2466.55"
"2023-09-01","187.02","272.34","499.49","563.41","2253.53","1176.86"
"2023-10-01","187.31","304.8","496.8","688.71","2109.4","1563.28"
"2023-11-01","176.39","279.7","458.2","655.4","908.8","1707.13"
"2023-12-01","210.86","355.73","638.19","780.32","926.22","2761.61"
"2024-01-01","214.91","369.82","552.24","571.86","766.4","3011.79"
"2024-02-01","250.59","411.78","670.99","698.59","2918.56","4226.56"
"2024-03-01","203.48","343.41","490.98","907.11","760.22","3350.34"
"2024-04-01","196.93","324.47","566.89","1003.14","929.57","3380.55"
"2024-05-01","183.34","305.46","449.39","971.02","933.12","2138.91"
"2024-06-01","192.71","309.18","436.53","1091.88","787.12","2359.4"
"2024-07-01","192.66","329.84","483.5","1333.65","702.58","1905.86"
"2024-08-01","181.72","314.5","521.07","1216","932.02","1944.65"
"2024-09-01","205.6","354.6","486.59","933.52","5652.14","4162.18"
"2024-10-01","188.05","307.92","561.62","803.25","1161.05","1470.32"
"2024-11-01","208.61","358.96","578.53","1390.11","1260.31","1703.3"
"2024-12-01","232.58","399.12","767.48","998.15","503.48","3393.2"
"2025-01-01","239.93","379.61","688.29","919.84","432.59","3287.22"
"2025-02-01","247.85","390.7","721.71","921.68","1692.56","3477.6"
"2025-03-01","252.5","405.97","676.16","864.82","2953.14","3653.86"
"2025-04-01","231.22","363.45","677.3","1053.46","3662.75","3222.68"
"2025-05-01","219.12","323.4","580.07","983.4","1811","2075.54"
"2025-06-01","206.83","307.98","597.69","942.46","705.46","4077.99"
"2025-07-01","196.73","319.05","514.82","1594.65","1622.06","2698.82"
"2025-08-01","190.91","299.25","427.18","1273.08","625.42","2654.22"
"2025-09-01","184.02","291.27","453.49","1044.52","723.96","3407.97"
"2025-10-01","196.08","356.65","558.94","1430.05","859.05","3375.18"
"2025-11-01","214.75","487.51","595.27","1473.39","1625.78","2456.34"
"2025-12-01","246.02","395.32","690.64","1008.16","1829.97","2724.29"
"2026-01-01","258.11","428.82","665.26","1001.38","1443.57","3584.63"
"2026-02-01","302.33","520.82","777.99","1123.06","2965.26","4326.44"
"2026-03-01","238.97","384.39","704.66","1433.8","1356.34","3515.05"
"2026-04-01","228.13","345.77","646.31","1368.29","2148.38","3805.83"
