"Date","RevPAR"
"2024-04-01","85.5"
"2024-04-02","74.92"
"2024-04-03","88.45"
"2024-04-04","98.93"
"2024-04-05","105.7"
"2024-04-06","202.12"
"2024-04-07","189.52"
"2024-04-08","80.67"
"2024-04-09","77.08"
"2024-04-10","87.54"
"2024-04-11","98.21"
"2024-04-12","98.72"
"2024-04-13","130.58"
"2024-04-14","205.46"
"2024-04-15","182.03"
"2024-04-16","90.12"
"2024-04-17","93.55"
"2024-04-18","94.35"
"2024-04-19","111.18"
"2024-04-20","123.22"
"2024-04-21","167.46"
"2024-04-22","140.29"
"2024-04-23","67.99"
"2024-04-24","61.34"
"2024-04-25","74.99"
"2024-04-26","111.43"
"2024-04-27","98.91"
"2024-04-28","166.02"
"2024-04-29","154.19"
"2024-04-30","79.15"
"2024-05-01","90.84"
"2024-05-02","97.19"
"2024-05-03","92.71"
"2024-05-04","114.02"
"2024-05-05","94.43"
"2024-05-06","84.47"
"2024-05-07","84.3"
"2024-05-08","72.9"
"2024-05-09","75.51"
"2024-05-10","76.86"
"2024-05-11","101.08"
"2024-05-12","78.51"
"2024-05-13","68.38"
"2024-05-14","73.43"
"2024-05-15","70.47"
"2024-05-16","92.52"
"2024-05-17","96.01"
"2024-05-18","100"
"2024-05-19","81.71"
"2024-05-20","70.81"
"2024-05-21","70.74"
"2024-05-22","67.2"
"2024-05-23","78.02"
"2024-05-24","80.05"
"2024-05-25","83.15"
"2024-05-26","61.8"
"2024-05-27","66.29"
"2024-05-28","87.39"
"2024-05-29","87.3"
"2024-05-30","104.01"
"2024-05-31","142.68"
"2024-06-01","152.39"
"2024-06-02","141.57"
"2024-06-03","93.8"
"2024-06-04","77.4"
"2024-06-05","75.5"
"2024-06-06","88.45"
"2024-06-07","103.78"
"2024-06-08","110.54"
"2024-06-09","123.06"
"2024-06-10","94.28"
"2024-06-11","101.11"
"2024-06-12","99.48"
"2024-06-13","106.14"
"2024-06-14","106.35"
"2024-06-15","114.93"
"2024-06-16","144.57"
"2024-06-17","89.38"
"2024-06-18","89.21"
"2024-06-19","99.46"
"2024-06-20","94.9"
"2024-06-21","125.38"
"2024-06-22","142.65"
"2024-06-23","133.46"
"2024-06-24","84.17"
"2024-06-25","92.78"
"2024-06-26","87.43"
"2024-06-27","97.92"
"2024-06-28","106.1"
"2024-06-29","149.71"
"2024-06-30","131.87"
"2024-07-01","105.37"
"2024-07-02","113.13"
"2024-07-03","122.85"
"2024-07-04","119.21"
"2024-07-05","113.22"
"2024-07-06","161.92"
"2024-07-07","135.5"
"2024-07-08","101.59"
"2024-07-09","90.73"
"2024-07-10","94.94"
"2024-07-11","111.46"
"2024-07-12","122.43"
"2024-07-13","131.8"
"2024-07-14","136.76"
"2024-07-15","88.13"
"2024-07-16","114.2"
"2024-07-17","128.6"
"2024-07-18","136.1"
"2024-07-19","149.26"
"2024-07-20","162.17"
"2024-07-21","151.22"
"2024-07-22","107.29"
"2024-07-23","107.39"
"2024-07-24","107.12"
"2024-07-25","106.81"
"2024-07-26","116.37"
"2024-07-27","150.48"
"2024-07-28","142.38"
"2024-07-29","127.03"
"2024-07-30","102.06"
"2024-07-31","108.97"
"2024-08-01","97.9"
"2024-08-02","98"
"2024-08-03","125.15"
"2024-08-04","118.71"
"2024-08-05","82.76"
"2024-08-06","86.48"
"2024-08-07","99.22"
"2024-08-08","95.5"
"2024-08-09","113.7"
"2024-08-10","117.01"
"2024-08-11","123.24"
"2024-08-12","101.4"
"2024-08-13","105.81"
"2024-08-14","106.84"
"2024-08-15","133.57"
"2024-08-16","141.05"
"2024-08-17","152.84"
"2024-08-18","148.03"
"2024-08-19","114.23"
"2024-08-20","117.41"
"2024-08-21","124.23"
"2024-08-22","129.62"
"2024-08-23","153.04"
"2024-08-24","141.27"
"2024-08-25","148.52"
"2024-08-26","113.1"
"2024-08-27","105.11"
"2024-08-28","76.22"
"2024-08-29","90.48"
"2024-08-30","95.29"
"2024-08-31","78.7"
"2024-09-01","123.57"
"2024-09-02","103.27"
"2024-09-03","99.4"
"2024-09-04","101.89"
"2024-09-05","96.36"
"2024-09-06","115.65"
"2024-09-07","123.07"
"2024-09-08","124.24"
"2024-09-09","82.91"
"2024-09-10","89.81"
"2024-09-11","116.9"
"2024-09-12","160.97"
"2024-09-13","198.97"
"2024-09-14","194.75"
"2024-09-15","194.71"
"2024-09-16","134.14"
"2024-09-17","120.8"
"2024-09-18","152.53"
"2024-09-19","171.05"
"2024-09-20","172.12"
"2024-09-21","178.53"
"2024-09-22","167.27"
"2024-09-23","117.54"
"2024-09-24","93.05"
"2024-09-25","93.23"
"2024-09-26","90.59"
"2024-09-27","88.04"
"2024-09-28","101.5"
"2024-09-29","94.68"
"2024-09-30","69.21"
"2024-10-01","65.02"
"2024-10-02","67.99"
"2024-10-03","71.35"
"2024-10-04","101.34"
"2024-10-05","124.52"
"2024-10-06","95.13"
"2024-10-07","79.36"
"2024-10-08","76.8"
"2024-10-09","81.42"
"2024-10-10","86.07"
"2024-10-11","98.9"
"2024-10-12","123.97"
"2024-10-13","102.46"
"2024-10-14","68.59"
"2024-10-15","94.68"
"2024-10-16","97.4"
"2024-10-17","110.59"
"2024-10-18","124.23"
"2024-10-19","164.23"
"2024-10-20","119.22"
"2024-10-21","86.47"
"2024-10-22","79.36"
"2024-10-23","77.95"
"2024-10-24","83.13"
"2024-10-25","96.32"
"2024-10-26","98.94"
"2024-10-27","97.18"
"2024-10-28","80.72"
"2024-10-29","60.92"
"2024-10-30","63.45"
"2024-10-31","62.19"
"2024-11-01","72.57"
"2024-11-02","95.39"
"2024-11-03","100.26"
"2024-11-04","68.13"
"2024-11-05","64.93"
"2024-11-06","75.14"
"2024-11-07","75.51"
"2024-11-08","92.24"
"2024-11-09","101.08"
"2024-11-10","86.16"
"2024-11-11","68.99"
"2024-11-12","69.35"
"2024-11-13","90.33"
"2024-11-14","127.16"
"2024-11-15","167.97"
"2024-11-16","174.73"
"2024-11-17","135.38"
"2024-11-18","118.98"
"2024-11-19","109.28"
"2024-11-20","102.34"
"2024-11-21","99.13"
"2024-11-22","113.45"
"2024-11-23","112.89"
"2024-11-24","108.06"
"2024-11-25","94.15"
"2024-11-26","91.71"
"2024-11-27","101.74"
"2024-11-28","104.95"
"2024-11-29","120.12"
"2024-11-30","144.26"
"2024-12-01","149.78"
"2024-12-02","114.73"
"2024-12-03","118.61"
"2024-12-04","128.31"
"2024-12-05","115.55"
"2024-12-06","120.7"
"2024-12-07","132.19"
"2024-12-08","116.24"
"2024-12-09","107.5"
"2024-12-10","99.81"
"2024-12-11","98.82"
"2024-12-12","90.56"
"2024-12-13","112.82"
"2024-12-14","129.64"
"2024-12-15","126.74"
"2024-12-16","115.43"
"2024-12-17","117.21"
"2024-12-18","120.85"
"2024-12-19","116.9"
"2024-12-20","130.11"
"2024-12-21","150.42"
"2024-12-22","129.56"
"2024-12-23","122.59"
"2024-12-24","120.11"
"2024-12-25","110.66"
"2024-12-26","123.4"
"2024-12-27","161.54"
"2024-12-28","188.86"
"2024-12-29","197.61"
"2024-12-30","221.41"
"2024-12-31","237.47"
"2025-01-01","215.15"
"2025-01-02","179.13"
"2025-01-03","180.64"
"2025-01-04","153.52"
"2025-01-05","106.85"
"2025-01-06","94.45"
"2025-01-07","100.5"
"2025-01-08","106.17"
"2025-01-09","100.95"
"2025-01-10","112.05"
"2025-01-11","116.51"
"2025-01-12","103.67"
"2025-01-13","95.13"
"2025-01-14","96.33"
"2025-01-15","92.63"
"2025-01-16","92.36"
"2025-01-17","95.73"
"2025-01-18","96.96"
"2025-01-19","99.67"
"2025-01-20","90.94"
"2025-01-21","73.75"
"2025-01-22","84.74"
"2025-01-23","85.13"
"2025-01-24","96.05"
"2025-01-25","92.03"
"2025-01-26","105.16"
"2025-01-27","91.44"
"2025-01-28","91.3"
"2025-01-29","98.43"
"2025-01-30","103.14"
"2025-01-31","101.12"
"2025-02-01","112.87"
"2025-02-02","119.32"
"2025-02-03","102.68"
"2025-02-04","107.72"
