"Date","Booked Listings","Daily Rate"
"2026-06-08","1236","89"
"2026-06-09","1175","84"
"2026-06-10","1105","85"
"2026-06-11","997","86"
"2026-06-12","927","88"
"2026-06-13","856","89"
"2026-06-14","670","90"
"2026-06-15","549","87"
"2026-06-16","503","86"
"2026-06-17","516","87"
"2026-06-18","533","89"
"2026-06-19","578","90"
"2026-06-20","576","91"
"2026-06-21","521","91"
"2026-06-22","459","89"
"2026-06-23","447","86"
"2026-06-24","463","87"
"2026-06-25","506","87"
"2026-06-26","558","90"
"2026-06-27","576","91"
"2026-06-28","502","90"
"2026-06-29","445","87"
"2026-06-30","404","87"
"2026-07-01","418","88"
"2026-07-02","451","88"
"2026-07-03","490","91"
"2026-07-04","489","95"
"2026-07-05","454","96"
"2026-07-06","457","95"
"2026-07-07","455","95"
"2026-07-08","483","95"
"2026-07-09","502","97"
"2026-07-10","539","103"
"2026-07-11","541","104"
"2026-07-12","505","99"
"2026-07-13","492","95"
"2026-07-14","469","95"
"2026-07-15","480","95"
"2026-07-16","504","97"
"2026-07-17","525","98"
"2026-07-18","525","98"
"2026-07-19","486","96"
"2026-07-20","437","94"
"2026-07-21","432","94"
"2026-07-22","454","95"
"2026-07-23","495","94"
"2026-07-24","524","98"
"2026-07-25","538","100"
"2026-07-26","488","97"
"2026-07-27","464","97"
"2026-07-28","438","97"
"2026-07-29","427","99"
"2026-07-30","440","98"
"2026-07-31","398","101"
"2026-08-01","372","97"
"2026-08-02","314","92"
"2026-08-03","276","88"
"2026-08-04","268","87"
"2026-08-05","269","87"
"2026-08-06","284","89"
"2026-08-07","304","94"
"2026-08-08","330","94"
"2026-08-09","317","87"
"2026-08-10","333","85"
"2026-08-11","330","87"
"2026-08-12","312","89"
"2026-08-13","335","91"
"2026-08-14","358","98"
"2026-08-15","344","97"
"2026-08-16","288","94"
"2026-08-17","247","87"
"2026-08-18","223","87"
"2026-08-19","227","88"
"2026-08-20","241","90"
"2026-08-21","265","98"
"2026-08-22","267","98"
"2026-08-23","252","94"
"2026-08-24","232","89"
"2026-08-25","237","89"
"2026-08-26","256","89"
"2026-08-27","287","94"
"2026-08-28","311","96"
"2026-08-29","289","96"
"2026-08-30","239","94"
"2026-08-31","180","90"
"2026-09-01","242","88"
"2026-09-02","277","99"
"2026-09-03","446","100"
"2026-09-04","721","113"
"2026-09-05","872","114"
"2026-09-06","827","110"
"2026-09-07","689","108"
"2026-09-08","455","100"
"2026-09-09","453","98"
"2026-09-10","779","101"
"2026-09-11","935","109"
"2026-09-12","907","110"
"2026-09-13","566","102"
"2026-09-14","325","99"
"2026-09-15","231","94"
"2026-09-16","209","95"
"2026-09-17","209","97"
"2026-09-18","223","101"
"2026-09-19","233","104"
"2026-09-20","219","101"
"2026-09-21","208","93"
"2026-09-22","210","96"
"2026-09-23","217","97"
"2026-09-24","220","99"
"2026-09-25","215","99"
"2026-09-26","217","105"
"2026-09-27","201","104"
"2026-09-28","183","99"
"2026-09-29","189","100"
"2026-09-30","197","103"
"2026-10-01","162","119"
"2026-10-02","170","119"
"2026-10-03","150","117"
"2026-10-04","128","113"
"2026-10-05","124","100"
"2026-10-06","158","98"
"2026-10-07","185","99"
"2026-10-08","197","103"
"2026-10-09","234","111"
"2026-10-10","226","112"
"2026-10-11","183","114"
"2026-10-12","148","102"
"2026-10-13","140","98"
"2026-10-14","141","98"
"2026-10-15","148","98"
"2026-10-16","149","107"
"2026-10-17","147","108"
"2026-10-18","128","102"
"2026-10-19","113","106"
"2026-10-20","114","100"
"2026-10-21","113","99"
"2026-10-22","118","99"
"2026-10-23","121","106"
"2026-10-24","118","108"
"2026-10-25","103","101"
"2026-10-26","92","98"
"2026-10-27","84","91"
"2026-10-28","91","97"
"2026-10-29","97","97"
"2026-10-30","115","106"
"2026-10-31","113","107"
"2026-11-01","108","110"
"2026-11-02","99","98"
"2026-11-03","94","98"
"2026-11-04","93","96"
"2026-11-05","94","86"
"2026-11-06","95","98"
"2026-11-07","91","96"
"2026-11-08","86","83"
"2026-11-09","86","82"
"2026-11-10","75","81"
"2026-11-11","72","86"
"2026-11-12","78","93"
"2026-11-13","79","95"
"2026-11-14","85","102"
"2026-11-15","78","96"
"2026-11-16","71","92"
"2026-11-17","72","92"
"2026-11-18","86","98"
"2026-11-19","106","107"
"2026-11-20","120","108"
"2026-11-21","121","111"
"2026-11-22","102","111"
"2026-11-23","81","97"
"2026-11-24","77","91"
"2026-11-25","77","94"
"2026-11-26","80","94"
"2026-11-27","85","96"
"2026-11-28","80","95"
"2026-11-29","66","94"
"2026-11-30","58","91"
