"Date","1 bedroom","2 bedroom","3 bedroom","4 bedroom","5 bedroom","6+ bedroom"
"2023-05-01","202.94","332.68","524.05","529","0","0"
"2023-06-01","196.52","336.38","507.21","656.82","0","0"
"2023-07-01","196.09","335.92","559.33","648.01","0","0"
"2023-08-01","196.75","331.34","548.51","615.86","0","0"
"2023-09-01","197.64","327.97","562.58","653.92","0","0"
"2023-10-01","210.79","345.36","622.61","682.29","0","0"
"2023-11-01","213.69","344.65","749.66","667.65","0","0"
"2023-12-01","246.5","518.94","602.29","817.43","0","0"
"2024-01-01","265.89","510.54","806.72","990.29","0","0"
"2024-02-01","276.07","567","756.62","794.04","0","0"
"2024-03-01","231.78","473.24","584.63","687.28","0","0"
"2024-04-01","230.58","511.73","579.22","642.43","0","0"
"2024-05-01","238.65","490.67","543.38","624.89","0","0"
"2024-06-01","249.62","508.17","556.89","656.26","0","0"
"2024-07-01","236.85","426.63","484.02","519.07","0","0"
"2024-08-01","230.15","357.01","497.37","468.84","0","0"
"2024-09-01","270.24","418.22","663.77","668.98","94.99","0"
"2024-10-01","236.42","361.47","436.28","526.5","90.46","0"
"2024-11-01","254.6","434.51","527.92","661.55","89.95","0"
"2024-12-01","303.39","472.64","645.34","693.81","88.43","0"
"2025-01-01","287.9","517.16","685.69","667.1","74.13","0"
"2025-02-01","271.54","521.96","798.89","558.98","71.31","0"
"2025-03-01","289.53","513.56","801.02","696.76","88.45","1568.55"
"2025-04-01","266.85","455.62","731.35","655.89","78.29","0"
"2025-05-01","260.09","404.58","635.87","644.34","71.28","0"
"2025-06-01","251.57","400.51","574.29","576.57","77.06","0"
"2025-07-01","230.77","394.95","520.38","591.85","83.37","0"
"2025-08-01","221.54","387.39","569.37","607.35","89.66","0"
"2025-09-01","220.78","446.95","495.19","479.28","78.57","1850.43"
"2025-10-01","234.01","561.34","550.2","415.07","0","0"
"2025-11-01","248.23","575.11","582.49","488.57","0","0"
"2025-12-01","290.31","569.17","630.25","657.57","0","0"
"2026-01-01","319.98","545.33","669.14","606.32","0","1514.89"
"2026-02-01","372.86","614.36","910.11","448.16","0","1456.21"
"2026-03-01","279.79","428.04","601","226.8","103.5","0"
"2026-04-01","272.64","438.6","745.44","431.51","74.91","0"
